Marca temporal;Institución;Unidad;Nombre Instrumento (Ej: Innovación Nacional);Nombre convocatoria (Ej: Innovación Nacional Region Metropolitana);URL;Descripción corta (Máximo 180 caracteres);Descripción larga ;Apoyo;Público;Requisitos;Permanente;Fecha Apertura (Sólo si no es permanente);Fecha Cierre (Sólo si no es permanente);Emergencias (¿La convocatoria nace de una catástrofe?);Región;Temática;Tributación;Etapa;Beneficio;Sexo registral;Tipo persona;Tamaño ventas;Rubro
8-6-2025 22:22:43;Sernatur;Subdireccion  de Competitividad y Desarrollo;Concurso Más Valor Turístico;Concurso Más Valor Turístico;https://www.sernatur.cl/masvalorturistico/;Concurso para reconocer productos turísticos innovadores con kit audiovisual.;Décima versión del concurso que premia productos turísticos innovadores en sostenibilidad, diversidad, integración y creatividad. Abierto a prestadores registrados, nacionales o extranjeros.;Kit audiovisual profesional (video + fotografía), difusión;Prestadores turísticos inscritos en Registro de Servicios Turísticos;"Estar inscritos en RNPSTS
Iniciación de actividades ante SII con al menos 1 año de antigüedad
Postulación de un solo producto";No;21-07-2025;11-08-2025;No;Nacional;Gestión Empresarial;Primera categoría;Crece;Asesoría;Masculino, Femenino;Natural, Jurídica;Sin tamaño definido;Actividades de alojamiento y de servicio de comidas, Actividades artísticas, de entretenimiento y recreativas, Otras Actividades de servicios
8-6-2025 22:40:56;Agencia de Sostenibilidad Energética;Certificación de Ahorros de Proyectos Energéticos;Certificación de Proyectos Energéticos;Certificación de Proyectos Energéticos;https://cape.agenciase.org/proceso-certificacion/;Certificación de ahorros energéticos para proyectos de eficiencia o renovables.;Mecanismo basado en IPMVP que permite certificar ahorros energéticos reales. Incluye etapas de Pre‑Certificación, Certificación (informes de 12 meses) y opción de extensión. Aranceles establecidos según etapa e informes.;Certificación técnica, estandarización, reputación reconocida;Empresas, instituciones u organismos con proyectos energéticos;"Registrar proyecto en plataforma CAPE
Contratar Evaluador acreditado
Presentar datos energéticos reales de períodos antes y después
Financiar aranceles según etapas e informes";Sí;;;No;Nacional;Sustentabilidad;Primera categoría;Mejora tu gestión;Garantía;Masculino, Femenino;Jurídica;Sin tamaño definido;Todos
8-6-2025 23:06:06;Agencia de Sostenibilidad Energética;Sostenibilidad Energética;Certificación Industrial Energy Manager;Certificación Industrial Energy Manager;https://www.agenciase.org/industrial-energy-manager/;Formación y certificación de Gestores Energéticos Industriales;Programa de 128 horas para certificar profesionales en eficiencia energética industrial/minera. Enseña auditoría, gestión de EE, contratación técnica y norma ISO 50001.;Capacitación técnica, certificación profesional;Profesionales o técnicos de empresas energointensivas de industria y minería;"Profesional/técnico con experiencia
Ser parte de empresa energointensiva
Postulación individual o como organización";No;04-06-2025;25-06-2025;No;Nacional;Tecnología y Digitalización, Sustentabilidad;Segunda categoría;Mejora tu gestión;Garantía;Masculino, Femenino;Natural, Jurídica;Sin tamaño definido;Explotación de minas y canteras, Industrias manufactureras
8-6-2025 23:23:47;ProChile;ProChile;Concurso Silvoagropecuario Empresarial de Promoción de Exportaciones;Concurso Silvoagropecuario Empresarial de Promoción de Exportaciones;https://www.prochile.gob.cl/herramientas/concursos/fondos-concursables/silvoagropecuario/a-quien-esta-dirigido;Concurso para cofinanciar internacionalización de empresas silvo‑agropecuarias;Destinado a empresas vinculadas al rubro silvoagropecuario y exportadoras, con énfasis en PYMES exportadoras, innovadoras y sostenibles;Cofinanciamiento estatal para promoción exportadora;Personas naturales con iniciación de actividades o personas jurídicas del sector silvoagropecuario;"Ser empresa chilena del rubro silvoagropecuario
Persona natural con iniciación de actividades o persona jurídica
Preferencia por PYMES exportadoras
Capacidad de gestión y compromiso con internacionalización
Integrar sostenibilidad, innovación e iniciativas escalables en modelo de negocio";Sí;;;No;Nacional;Nuevos Mercados;Segunda categoría;Crece;Subsidio;Masculino, Femenino;Natural, Jurídica;Micro, Pequeña, Mediana;Agricultura, ganadería, silvicultura y pesca
8-6-2025 23:33:08;ProChile;ProChile;Formación Exportadora;Formación Exportadora;https://www.prochile.gob.cl/herramientas/capacitacion-y-formacion-exportadora/;Programas de ProChile para formar en internacionalización y comercio exterior.;Incluye “Capacitación a Empresas” y “Formación en Negocios Internacionales”: talleres, mentorías, coaching, diplomados y cursos online/sincrónicos/asíncronos, con enfoque en estrategia exportadora, e‑commerce, logística, IA aplicada, tributación, sostenibilidad, entre otros. Dirigido a empresas exportadoras o en proceso, así como personas vinculadas al comercio internacional.;Capacitación técnica, mentorías, coaching, diplomado;Empresas con potencial exportador, exportadoras o personas vinculadas al comercio internacional;"Registro en ProChile
Estar vinculado a empresa exportadora o con potencial";Sí;;;No;Nacional;Tecnología y Digitalización, Nuevos Mercados;Segunda categoría;Mejora tu gestión;Capacitación;Masculino, Femenino;Natural, Jurídica;Sin tamaño definido;Todos
8-6-2025 23:39:57;ProChile;ProChile;Taller Estudio de mercado Canal de Horeca en México;Taller Estudio de mercado Canal de Horeca en México;https://www.prochile.gob.cl/convocatorias/detalle/estudio-de-mercado-canal-de-horeca-en-m%C3%A9xico;Taller virtual de 45 min sobre oportunidades en el canal HoReCa de México.;Actividad de capacitación organizada por ProChile: presentación de tendencias de consumo, requisitos de acceso y oportunidades para alimentos y bebidas chilenos en hoteles, restaurantes y catering mexicanos;Capacitación (taller online);"Empresas exportadoras o con potencial exportador de alimentos y bebidas; profesionales de comercio exterior";" Inscribirse online en la plataforma ProChile
Contar con RUT y correo válido";No;;29-07-2025;No;Nacional;Nuevos Mercados;Segunda categoría;Crece;Capacitación;Masculino, Femenino;Natural, Jurídica;Sin tamaño definido;Todos
8-6-2025 23:48:05;ProChile;ProChile;Rueda de Negocios Europa;Rueda de Negocios Europa;https://www.prochile.gob.cl/convocatorias/detalle/rueda-de-negocios-europa;Rueda presencial de negocios en La Haya, con importadores de Europa;ProChile organiza encuentro en Países Bajos con foco en hub logístico europeo. Incluye reuniones B2B con importadores de Países Bajos, Alemania, Bélgica, España, Polonia, Italia, Grecia y Reino Unido. Prioridad para PYMEs exportadoras con certificaciones (orgánicos, biodinámicos) en vinos naturales.;Apoyo logístico, conexión con compradores internacionales;Empresas exportadoras de bienes (especial énfasis en agroalimentos y vinos);"Registro del exportador en plataforma
Pre-admisibilidad actualizada
Ser PYME exportadora
Proveedor de bienes con capacidad exportadora
Para vinos: contar con certificación orgánica o biodinámica, vinos naturales o mínima intervención.";No;;25-07-2025;No;Nacional;Nuevos Mercados;Segunda categoría;Crece;Encuentro Empresarial;Masculino, Femenino;Natural, Jurídica;Micro, Pequeña, Mediana;Agricultura, ganadería, silvicultura y pesca
8-6-2025 23:53:31;ProChile;ProChile;Estudio de mercado del salmón y mejillones en Egipto;Estudio de mercado del salmón y mejillones en Egipto;https://www.prochile.gob.cl/convocatorias/detalle/estudio-de-mercado-del-salm%C3%B3n-y-mejillones-en-egipto;Taller online sobre entrada al mercado egipcio de salmón y mejillones.;Actividad virtual de 1 hora donde se presentan resultados del estudio de mercado y se analizan oportunidades, regulaciones y certificaciones para exportadores de salmón y mejillones en Egipto.;Capacitación (taller online);Empresas exportadoras o en proceso del sector acuícola (salmón y mejillones);"Inscripción online en plataforma ProChile
RUT y correo electrónico válidos";No;;05-08-2025;No;Nacional;Nuevos Mercados;Segunda categoría;Crece;Capacitación;Masculino, Femenino;Natural, Jurídica;Sin tamaño definido;Agricultura, ganadería, silvicultura y pesca
8-7-2025 0:07:49;ProChile;ProChile;Certificación y Verificación de Origen: Materializando los beneficios de los Acuerdos Comerciales para nuestras exportaciones - Viña del Mar 2025;Certificación y Verificación de Origen: Materializando los beneficios de los Acuerdos Comerciales para nuestras exportaciones - Viña del Mar 2025;https://www.prochile.gob.cl/convocatorias/detalle/certificación-y-verificación-de-origen--materializando-los-beneficios-de-los-acuerdos-comerciales-para-nuestras-exportaciones---viña-del-mar-2025;Seminario presencial sobre certificación de origen y beneficios arancelarios.;"Organizan ProChile, SOFOFA y UCCO. Incluye exposiciones sobre normas, criterios y procedimientos para mercados como India, China, Brasil; panel de consultas.";Capacitación y fortalecimiento técnico;Empresas exportadoras o con potencial exportador y entidades certificadoras;"Registrarse online en ProChile
Ser empresa exportadora o interesada
Asistir presencialmente en Viña del Mar";No;;29-07-2025;No;Nacional;Nuevos Mercados;Segunda categoría;Crece;Capacitación;Masculino, Femenino;Natural, Jurídica;Sin tamaño definido;Todos
8-7-2025 0:13:01;ProChile;ProChile;MISION COMERCIAL EN EL MARCO DE FERIA AQUAEXPO GUAYAQUIL (RUEDA DE NEGOCIOS);MISION COMERCIAL EN EL MARCO DE FERIA AQUAEXPO GUAYAQUIL (RUEDA DE NEGOCIOS);https://www.prochile.gob.cl/convocatorias/detalle/mision-comercial-en-el-marco-de-feria-aquaexpo-guayaquil-%28ruedade-negocios%29;Encuentro B2B en Guayaquil para proveedores de soluciones acuícolas;Misión comercial para 10 empresas de soluciones para acuicultura, con agenda de reuniones y networking durante la feria AquaExpo, organizada por ProChile y la Cámara Nacional de Acuacultura del Ecuador.;Facilitación de reuniones, emparejamiento empresarial;Empresas proveedoras de soluciones para acuicultura;"Pre admisibilidad en plataforma ProChile
Registro actualizado de exportador
Ser proveedor de bienes o servicios para acuicultura";No;;29-07-2025;No;Nacional;Nuevos Mercados;Segunda categoría;Crece;Encuentro Empresarial;Masculino, Femenino;Natural, Jurídica;Sin tamaño definido;Agricultura, ganadería, silvicultura y pesca
8-7-2025 0:20:33;ProChile;ProChile;Participación en Rueda de Negocios CAINCO 2025;Participación de la región de Arica y Parinacota en Rueda de Negocios CAINCO 2025;https://www.prochile.gob.cl/convocatorias/detalle/participación-de-la-región-de-arica-y-parinacota-en-rueda-de-negocios-cainco-2025;Rueda internacional de negocios en Bolivia para 15 empresas de Arica y Parinacota;Organizada por CAINCO en Santa Cruz (Bolivia), con 3 días de reuniones B2B. La convocatoria asigna 15 cupos (12 para empresas lideradas por mujeres y 3 generales), apoyada por fondos FNDR.;Facilitación logística, agenda de reuniones;Empresas exportadoras o con alto potencial de exportación de Arica y Parinacota;"Pre‑admisibilidad habilitada
Inscripción en plataforma ProChile
Estar domiciliado en región
Ser empresa exportadora o con potencial";No;;21-07-2025;No;Arica y Parinacota;Nuevos Mercados;Segunda categoría;Crece;Encuentro Empresarial;Femenino;Natural, Jurídica;Sin tamaño definido;Todos
8-7-2025 0:32:41;ProChile;ProChile;MISIÓN COMERCIAL CENTROAMÉRICA Y CARIBE PARA LA MACROZONA NORTE;MISIÓN COMERCIAL CENTROAMÉRICA Y CARIBE PARA LA MACROZONA NORTE – REGIÓN DE ANTOFAGASTA;https://www.prochile.gob.cl/convocatorias/detalle/misi%C3%B3n-comercial-centroam%C3%A9rica-y-caribe-para-la-macrozona-norte---regi%C3%B3n-de-antofagasta;Misión B2B en Panamá para proveedores regionales de Antofagasta;Encuentro comercial de 3 días (8–11 sep. 2025) en Ciudad de Panamá, con ruedas de negocios, seminarios y networking, para promocionar exportaciones regionales financiado por FRDP Antofagasta;Facilitación logística y agenda de reuniones;Empresas de Antofagasta exportadoras o con potencial en minería, energía, logística/marítimo;"Pre‑admisibilidad actualizada en plataforma
Registro como exportador ProChile
Ser empresa domiciliada en Antofagasta
Estar vinculada al rubro minería, energía o logística/marítimo";No;;20-07-2025;No;Antofagasta;Nuevos Mercados;Segunda categoría;Crece;Encuentro Empresarial;Masculino, Femenino;Natural, Jurídica;Sin tamaño definido;Explotación de minas y canteras, Industrias manufactureras, Suministro de electricidad, gas, vapor y aire acondicionado
8-7-2025 0:40:44;ProChile;ProChile;Web Summit Lisboa 2025;Web Summit Lisboa 2025;https://www.prochile.gob.cl/convocatorias/detalle/web-summit-lisboa-2025;Participación de startups y empresas tecnológicas chilenas en Web Summit Lisboa 2025.;Evento internacional de innovación que reúne a más de 70.000 asistentes, más de 1.000 inversores y más de 3.000 startups. Incluye ruedas de networking, talleres, mentorías y charlas;Facilitación de inscripción, conexión internacional;Startups y empresas chilenas de base tecnológica, preferentemente exportadoras;"Completar pre‑admisibilidad en plataforma ProChile
Inscripción vía convocatoria
Ser startup o empresa tecnológica con perfil exportador";No;;18-07-2025;No;Nacional;Innovación;Segunda categoría;Crece;Encuentro Empresarial;Masculino, Femenino;Natural, Jurídica;Sin tamaño definido;Todos
8-7-2025 0:52:21;Agroseguros;AGROSEGUROS;Seguro Climático para frutales;Seguro Climático para frutales;https://www.agroseguros.gob.cl/seguros-agricolas-2/#Seguro‑Climático‑para‑frutales;Seguro contra riesgos climáticos (heladas, granizo, excesos de lluvia) para frutales;Seguro de riesgo múltiple que indemniza al agricultor por pérdida de producción climática, compensando el capital de trabajo no recuperado, descontando costos variables evitados;Subsidio estatal sobre la prima del seguro;Productores de frutales;"Declarar área/frutal a asegurar
Contratar póliza suscrita a través de Agroseguros
Denunciar siniestro en plazo estipulado";Sí;;;No;Tarapacá, Atacama, Coquimbo, Valparaíso, O’Higgins, Maule, Bíobío, La Araucanía, Los Lagos, Metropolitana, Los Ríos, Arica y Parinacota, Ñuble;Gestión Empresarial;Primera categoría;Mejora tu gestión;Subsidio;Masculino, Femenino;Natural, Jurídica;Sin tamaño definido;Agricultura, ganadería, silvicultura y pesca
